community,quarter,avg_price_usd,avg_price_per_sqft,n_transactions,avg_area,avg_bedrooms,pct_furnished,avg_metro_dist,ln_price_per_sqft,avg_mortgage_rate_pct,cbuae_base_rate_pct
Arabian Ranches,2021Q3,1329817.857142857,337.9642857142857,28,3902.285714285714,4.107142857142857,0.2142857142857142,67.89285714285714,5.822940226333029,1.9,0.4
Arabian Ranches,2021Q4,1715815.625,356.5,32,4785.4375,4.5625,0.3125,67.78125,5.8763342398543505,1.9,0.4
Arabian Ranches,2022Q1,1416682.142857143,373.7142857142857,28,3788.535714285714,4.035714285714286,0.2857142857142857,67.89285714285714,5.923491563521776,1.9,0.4
Arabian Ranches,2022Q2,1734104.347826087,409.17391304347825,23,4203.695652173913,4.086956521739131,0.3043478260869565,67.82608695652173,6.014140280929638,2.9,1.4
Arabian Ranches,2022Q3,1890422.7272727273,431.04545454545456,22,4348.318181818182,4.363636363636363,0.2272727272727272,74.72727272727273,6.066213547525412,2.9,1.4
Arabian Ranches,2022Q4,1773635.0,463.7,20,3810.9,4.0,0.35,71.8,6.139237791397415,5.9,4.4
Arabian Ranches,2023Q1,1718888.4615384615,469.7692307692308,26,3630.269230769231,3.8461538461538463,0.1923076923076923,70.8076923076923,6.1522415757615985,5.9,4.4
Arabian Ranches,2023Q2,2154913.793103448,503.6551724137931,29,4351.0,4.275862068965517,0.2413793103448276,73.37931034482759,6.221891852193581,5.9,4.4
Arabian Ranches,2023Q3,2195027.272727273,502.45454545454544,22,4348.454545454545,4.136363636363637,0.1363636363636363,65.77272727272727,6.2195051790348925,6.9,5.4
Arabian Ranches,2023Q4,2121224.0,513.92,25,4083.72,4.04,0.24,67.32,6.242067611318342,6.9,5.4
Arabian Ranches,2024Q1,2248789.4736842103,517.1052631578947,19,4338.578947368421,4.631578947368421,0.1052631578947368,62.89473684210526,6.248246457571021,6.9,5.4
Arabian Ranches,2024Q2,2118750.0,514.1,20,4119.2,4.0,0.25,65.2,6.242417799061459,6.9,5.4
Arabian Ranches,2024Q3,2107768.0,536.36,25,3909.96,3.96,0.08,74.88,6.284805577411442,6.15,4.65
Arabian Ranches,2024Q4,2576692.3076923075,516.6923076923077,26,4923.538461538462,4.423076923076923,0.2307692307692307,69.1923076923077,6.2474475478053275,6.15,4.65
Arabian Ranches,2025Q1,2223953.6585365855,506.1951219512195,41,4417.756097560976,4.146341463414634,0.2926829268292683,63.65853658536585,6.2269222114609155,6.15,4.65
Arabian Ranches,2025Q2,2105596.5517241377,520.3103448275862,29,3969.862068965517,4.068965517241379,0.2758620689655172,66.82758620689656,6.254425450527178,6.15,4.65
Arabian Ranches,2025Q3,2074580.0,512.68,25,4049.52,3.96,0.28,78.56,6.239651868861623,5.5,4.0
Arabian Ranches,2025Q4,2150952.6315789474,534.1578947368421,19,4125.684210526316,4.2631578947368425,0.3157894736842105,64.94736842105263,6.280691478282377,5.5,4.0
Arabian Ranches,2026Q1,2360738.888888889,498.6111111111111,18,4624.666666666667,4.277777777777778,0.2222222222222222,69.05555555555556,6.211826455460315,5.5,4.0
Arabian Ranches,2026Q2,2215066.6666666665,510.55555555555554,9,4338.555555555556,4.666666666666667,0.2222222222222222,76.0,6.235499457453568,5.5,4.0
Arabian Ranches 2,2020Q1,1311600.0,312.39130434782606,23,4147.695652173913,4.130434782608695,0.217391304347826,71.1304347826087,5.744256582583976,3.0,1.5
Arabian Ranches 2,2020Q2,1413337.9310344828,317.37931034482756,29,4388.137931034483,4.275862068965517,0.2413793103448276,69.41379310344827,5.760097621168782,1.9,0.4
Arabian Ranches 2,2020Q3,1430428.5714285714,310.42857142857144,21,4654.571428571428,4.428571428571429,0.2857142857142857,79.0,5.737953831201116,1.9,0.4
Arabian Ranches 2,2020Q4,1268219.0476190476,299.7142857142857,21,4180.523809523809,4.190476190476191,0.1904761904761904,72.28571428571429,5.702829639900929,1.9,0.4
Arabian Ranches 2,2021Q1,1208957.142857143,290.42857142857144,14,4196.714285714285,4.142857142857143,0.1428571428571428,63.214285714285715,5.6713576645730335,1.9,0.4
Arabian Ranches 2,2021Q2,1241141.1764705882,321.0,17,3864.8823529411766,3.764705882352941,0.1764705882352941,63.35294117647059,5.771441123130016,1.9,0.4
Arabian Ranches 2,2021Q3,1451874.1935483871,343.3225806451613,31,4255.225806451613,4.354838709677419,0.3225806451612903,67.96774193548387,5.838670473555898,1.9,0.4
Arabian Ranches 2,2021Q4,1409983.3333333333,365.2083333333333,24,3872.0,4.041666666666667,0.2083333333333333,69.66666666666667,5.90046796700739,1.9,0.4
Arabian Ranches 2,2022Q1,1660516.6666666667,429.5416666666667,24,3911.5833333333335,3.8333333333333335,0.25,70.625,6.0627187487484395,1.9,0.4
Arabian Ranches 2,2022Q2,1797869.2307692308,418.65384615384613,26,4299.923076923077,4.461538461538462,0.3076923076923077,65.38461538461539,6.037044435647165,2.9,1.4
Arabian Ranches 2,2022Q3,2004325.0,445.05,20,4514.4,4.2,0.2,74.05,6.09818663540494,2.9,1.4
Arabian Ranches 2,2022Q4,1920619.0476190476,484.57142857142856,21,3893.0,4.095238095238095,0.3809523809523809,63.523809523809526,6.1832648478564805,5.9,4.4
Arabian Ranches 2,2023Q1,1951050.0,484.34615384615387,26,4008.653846153846,3.8846153846153846,0.1538461538461538,84.6923076923077,6.182799844984364,5.9,4.4
Arabian Ranches 2,2023Q2,2344786.9565217393,522.1739130434783,23,4480.565217391304,4.217391304347826,0.2608695652173913,64.43478260869566,6.25800069914488,5.9,4.4
Arabian Ranches 2,2023Q3,2244980.64516129,559.7096774193549,31,4013.2580645161297,4.096774193548387,0.2903225806451613,72.54838709677419,6.327418216116525,6.9,5.4
Arabian Ranches 2,2023Q4,2674256.0,582.0,25,4557.68,4.28,0.4,67.84,6.366470447731438,6.9,5.4
Arabian Ranches 2,2024Q1,2054257.142857143,541.8214285714286,28,3803.0,3.857142857142857,0.2142857142857142,71.0,6.294936479572889,6.9,5.4
Arabian Ranches 2,2024Q2,2044342.857142857,548.2380952380952,21,3715.142857142858,3.761904761904762,0.1428571428571428,74.38095238095238,6.306709672950241,6.9,5.4
Arabian Ranches 2,2024Q3,2481611.111111111,553.3333333333334,27,4444.481481481482,4.333333333333333,0.2592592592592592,67.48148148148148,6.31596059268248,6.15,4.65
Arabian Ranches 2,2024Q4,2407950.0,561.8181818181819,22,4307.363636363636,4.2272727272727275,0.3181818181818182,74.63636363636364,6.331178277653366,6.15,4.65
Arabian Ranches 2,2025Q1,2362660.0,534.76,25,4456.08,4.36,0.4,73.44,6.281818048114922,6.15,4.65
Arabian Ranches 2,2025Q2,2328121.7391304346,543.7826086956521,23,4329.0,4.260869565217392,0.217391304347826,61.30434782608695,6.298549550619756,6.15,4.65
Arabian Ranches 2,2025Q3,2439500.0,537.6153846153846,26,4585.7692307692305,4.3076923076923075,0.1923076923076923,74.92307692307692,6.287143406015592,5.5,4.0
Arabian Ranches 2,2025Q4,2363955.5555555555,542.925925925926,27,4296.185185185185,4.222222222222222,0.1851851851851851,77.74074074074075,6.296972894285702,5.5,4.0
Arabian Ranches 2,2026Q1,2292447.8260869565,563.0,23,4049.9565217391305,4.0,0.391304347826087,75.8695652173913,6.333279628139691,5.5,4.0
Arabian Ranches 2,2026Q2,2155720.0,513.2,5,4165.4,4.4,0.4,76.4,6.240665632741481,5.5,4.0
Arabian Ranches 3,2020Q1,1420273.9130434785,313.4782608695652,23,4461.826086956522,4.434782608695652,0.1739130434782608,80.6086956521739,5.747730014349845,3.0,1.5
Arabian Ranches 3,2020Q2,1375900.0,313.59090909090907,22,4374.363636363636,4.454545454545454,0.2272727272727272,67.5909090909091,5.748089299187793,1.9,0.4
Arabian Ranches 3,2020Q3,1436112.0,309.08,25,4671.24,4.52,0.16,72.0,5.733600143065383,1.9,0.4
Arabian Ranches 3,2020Q4,1365672.4137931035,305.0344827586207,29,4481.896551724138,4.206896551724138,0.2758620689655172,69.65517241379311,5.720424828441798,1.9,0.4
Arabian Ranches 3,2021Q1,1312518.5185185184,323.5925925925926,27,4001.555555555556,4.0,0.2962962962962963,73.07407407407408,5.779485294293766,1.9,0.4
Arabian Ranches 3,2021Q2,1515930.0,351.85,20,4283.45,4.2,0.45,77.75,5.863204948412558,1.9,0.4
Arabian Ranches 3,2021Q3,1539386.2068965517,355.9310344827586,29,4324.068965517241,4.068965517241379,0.3103448275862069,79.62068965517241,5.874736988722199,1.9,0.4
Arabian Ranches 3,2021Q4,1817668.181818182,375.90909090909093,22,4902.772727272727,4.409090909090909,0.1818181818181818,69.45454545454545,5.929347334659421,1.9,0.4
Arabian Ranches 3,2022Q1,1790951.851851852,420.8148148148149,27,4272.962962962963,4.222222222222222,0.2962962962962963,71.55555555555556,6.042192867112743,1.9,0.4
Arabian Ranches 3,2022Q2,1782138.888888889,422.6111111111111,18,4222.166666666667,4.055555555555555,0.2777777777777778,73.55555555555556,6.046452397101136,2.9,1.4
Arabian Ranches 3,2022Q3,1988029.6296296297,447.48148148148147,27,4371.0,4.148148148148148,0.1481481481481481,68.77777777777777,6.1036351546943575,2.9,1.4
Arabian Ranches 3,2022Q4,2075928.5714285711,471.6666666666667,21,4421.238095238095,4.285714285714286,0.1904761904761904,68.04761904761905,6.156272521409228,5.9,4.4
Arabian Ranches 3,2023Q1,1890375.0,483.0416666666667,24,3943.5,4.041666666666667,0.2083333333333333,76.75,6.180102916322456,5.9,4.4
Arabian Ranches 3,2023Q2,2569104.0,505.76,25,5048.64,4.6,0.24,78.36,6.226062248467308,5.9,4.4
Arabian Ranches 3,2023Q3,2830742.8571428573,596.8571428571429,21,4794.047619047619,4.476190476190476,0.3809523809523809,73.52380952380952,6.391677793061198,6.9,5.4
Arabian Ranches 3,2023Q4,2843594.117647059,559.2352941176471,17,5099.058823529412,4.647058823529412,0.2352941176470588,76.47058823529412,6.326570304302814,6.9,5.4
Arabian Ranches 3,2024Q1,2353546.6666666665,566.1333333333333,15,4138.533333333334,4.133333333333334,0.2,85.06666666666666,6.338829621720937,6.9,5.4
Arabian Ranches 3,2024Q2,2310600.0,568.4074074074074,27,4062.703703703704,4.074074074074074,0.2962962962962963,70.96296296296296,6.342838428170766,6.9,5.4
Arabian Ranches 3,2024Q3,2146623.529411765,581.0588235294117,17,3723.8823529411766,3.941176470588235,0.2352941176470588,74.05882352941177,6.364851997044354,6.15,4.65
Arabian Ranches 3,2024Q4,2318925.925925926,550.2962962962963,27,4255.888888888889,4.2592592592592595,0.3333333333333333,78.03703703703704,6.310456853707422,6.15,4.65
Arabian Ranches 3,2025Q1,2443683.3333333335,548.7222222222222,18,4460.944444444444,4.166666666666667,0.1111111111111111,61.94444444444444,6.3075923430119625,6.15,4.65
Arabian Ranches 3,2025Q2,2291978.2608695654,555.8260869565217,23,4105.260869565217,4.0,0.3043478260869565,74.91304347826087,6.3204554520769065,6.15,4.65
Arabian Ranches 3,2025Q3,2434471.4285714286,598.0,21,4074.142857142858,4.476190476190476,0.3333333333333333,70.47619047619048,6.393590753950631,5.5,4.0
Arabian Ranches 3,2025Q4,2145654.1666666665,549.9583333333334,24,3883.2083333333335,3.9166666666666665,0.125,77.95833333333333,6.309842517781009,5.5,4.0
Arabian Ranches 3,2026Q1,2262984.6153846155,562.8076923076923,26,3969.0,4.038461538461538,0.1923076923076923,71.57692307692308,6.332937993070944,5.5,4.0
Arabian Ranches 3,2026Q2,2214722.222222222,583.0,9,3921.222222222222,4.0,0.5555555555555556,70.55555555555556,6.368187186350492,5.5,4.0
Azizi Riviera,2020Q1,378256.25,274.5,16,1375.375,1.9375,0.375,47.8125,5.614951260949585,3.0,1.5
Azizi Riviera,2020Q2,279308.0,267.72,25,1042.68,1.36,0.32,45.12,5.5899416582324415,1.9,0.4
Azizi Riviera,2020Q3,304858.6206896552,271.17241379310343,29,1112.5172413793102,1.6206896551724137,0.2068965517241379,39.206896551724135,5.602754831840528,1.9,0.4
Azizi Riviera,2020Q4,290636.1111111111,274.47222222222223,36,1056.5833333333333,1.5,0.2222222222222222,35.333333333333336,5.614850061738853,1.9,0.4
Azizi Riviera,2021Q1,280833.3333333333,275.8888888888889,18,1003.5555555555557,1.1111111111111112,0.2222222222222222,42.05555555555556,5.619998208171947,1.9,0.4
Azizi Riviera,2021Q2,446500.0,308.5,14,1404.5,1.8571428571428572,0.3571428571428571,40.357142857142854,5.731721843345443,1.9,0.4
Azizi Riviera,2021Q3,370373.9130434783,314.6521739130435,23,1220.4347826086955,1.8695652173913044,0.0869565217391304,33.78260869565217,5.751467818936978,1.9,0.4
Azizi Riviera,2021Q4,334865.2173913043,337.7391304347826,23,977.4782608695652,1.3478260869565215,0.391304347826087,41.56521739130435,5.822273794042011,1.9,0.4
Azizi Riviera,2022Q1,399840.0,367.1333333333333,15,1124.0,1.6,0.2,40.4,5.905725088160271,1.9,0.4
Azizi Riviera,2022Q2,325205.2631578947,400.94736842105266,19,824.6842105263158,1.0,0.1578947368421052,34.21052631578947,5.993830167872109,2.9,1.4
Azizi Riviera,2022Q3,522039.3939393939,382.6969696969697,33,1346.8484848484848,1.818181818181818,0.1818181818181818,39.333333333333336,5.94724347417969,2.9,1.4
Azizi Riviera,2022Q4,512733.3333333333,428.1111111111111,27,1207.7407407407406,1.7777777777777777,0.2222222222222222,41.92592592592592,6.0593827672899385,5.9,4.4
Azizi Riviera,2023Q1,619977.7777777778,470.22222222222223,18,1293.8333333333333,1.8888888888888888,0.2777777777777778,47.55555555555556,6.1532053962019155,5.9,4.4
Azizi Riviera,2023Q2,515757.6923076923,494.5,26,1046.923076923077,1.5769230769230769,0.3846153846153846,39.80769230769231,6.203547151062767,5.9,4.4
Azizi Riviera,2023Q3,533942.8571428572,517.7142857142857,21,1053.5238095238096,1.4761904761904765,0.3333333333333333,28.285714285714285,6.249423518107556,6.9,5.4
Azizi Riviera,2023Q4,578288.8888888889,507.9259259259259,27,1130.888888888889,1.6296296296296295,0.1111111111111111,33.22222222222222,6.230335621839981,6.9,5.4
Azizi Riviera,2024Q1,535200.0,532.5,22,1020.6363636363636,1.5,0.2727272727272727,44.09090909090909,6.277582897583581,6.9,5.4
Azizi Riviera,2024Q2,557284.6153846154,514.3461538461538,26,1081.0384615384614,1.3846153846153846,0.2307692307692307,38.46153846153846,6.242896489851314,6.9,5.4
Azizi Riviera,2024Q3,527871.4285714285,505.3571428571428,28,1039.607142857143,1.4285714285714286,0.25,34.892857142857146,6.22526539289618,6.15,4.65
Azizi Riviera,2024Q4,535357.1428571428,483.6428571428572,28,1119.75,1.4642857142857142,0.1785714285714285,33.535714285714285,6.181346735870386,6.15,4.65
Azizi Riviera,2025Q1,596180.0,488.04,25,1218.16,1.8,0.24,42.76,6.190397369707133,6.15,4.65
Azizi Riviera,2025Q2,564512.5,484.7916666666667,24,1185.5,1.625,0.1666666666666666,35.708333333333336,6.183719245388446,6.15,4.65
